Model,Resampling,Oversampling Quantity,SNS,SNS STD,PRE,PRE STD,F1,F1 STD,SPC,SPC STD,GMN,GMN STD
LDA,SVMSMOTE,60%,0.905387988,0.00505279,0.917028107,0.003473699,0.907754039,0.003936649,0.995874451,0.000280264,0.949550332,0.00267105
LDA,SVMSMOTE,70%,0.907848498,0.004320655,0.919415115,0.003539393,0.910210474,0.003674605,0.996020684,0.000227367,0.950910669,0.002342077
LDA,SVMSMOTE,80%,0.907301583,0.004215876,0.920704298,0.004200421,0.9097201,0.00323361,0.996089964,0.000275736,0.950657186,0.002206968
LDA,SVMSMOTE,90%,0.909078753,0.003109452,0.917940399,0.001746472,0.91028664,0.002044445,0.995990355,0.000167623,0.951541369,0.001618528
LDA,SVMSMOTE,100%,0.910172864,0.006205518,0.918179349,0.005303766,0.910760681,0.00558951,0.995964498,0.000340035,0.952097613,0.003348924
LDA,SWIM-Maha,0%,0.91194966,0.004155951,0.917129098,0.004692305,0.912970287,0.004382425,0.995229281,0.000398082,0.952677747,0.00231967
LDA,SWIM-Maha,10%,0.89979959,0.011183702,0.909939608,0.011244042,0.901827568,0.01149486,0.995081971,0.000545426,0.946225529,0.006139907
LDA,SWIM-Maha,20%,0.899789272,0.004894377,0.916390409,0.01182204,0.903222899,0.006287513,0.995616297,0.000618088,0.946488068,0.002868008
LDA,SWIM-Maha,30%,0.899790169,0.005441275,0.918326026,0.012179052,0.903616461,0.006456337,0.995791864,0.000654607,0.946571298,0.003173235
LDA,SWIM-Maha,40%,0.896107806,0.011040921,0.914747986,0.012233729,0.900215026,0.011031118,0.995679165,0.000539069,0.944565995,0.006074895
LDA,SWIM-Maha,50%,0.893506228,0.008712343,0.91615345,0.011750098,0.897862746,0.00898586,0.99562083,0.000440425,0.943172381,0.004807028
LDA,SWIM-Maha,60%,0.895281178,0.00721129,0.914386475,0.009873543,0.899303663,0.007866405,0.995622475,0.00044369,0.944112895,0.004012735
LDA,SWIM-Maha,70%,0.89392156,0.011857678,0.917168375,0.011257801,0.899294178,0.011701605,0.995823727,0.00057533,0.943478922,0.00653033
LDA,SWIM-Maha,80%,0.892826419,0.011035537,0.917663285,0.011755612,0.898229234,0.010892856,0.995937928,0.000595611,0.942957548,0.006109759
LDA,SWIM-Maha,90%,0.893094484,0.007754599,0.916878194,0.012671563,0.898112753,0.008455027,0.995804171,0.000645083,0.943044462,0.004399677
LDA,SWIM-Maha,100%,0.892966957,0.013360077,0.917777224,0.01117246,0.898415921,0.012437813,0.995917051,0.000499407,0.943013535,0.007291243
AdaBoost,RandomOversampler,0%,0.340034204,0.048122946,0.2292667,0.040397753,0.241780833,0.041340225,0.938792267,0.007969811,0.563634812,0.043546944
AdaBoost,RandomOversampler,10%,0.391579901,0.02017737,0.307186403,0.026978571,0.306982203,0.019303396,0.948855503,0.003361697,0.609369112,0.016781424
AdaBoost,RandomOversampler,20%,0.378447954,0.051613282,0.299900263,0.036720939,0.293260243,0.043655587,0.947424195,0.005047803,0.597421004,0.043236675
AdaBoost,RandomOversampler,30%,0.400056945,0.021621001,0.31817189,0.019232019,0.315646524,0.019476462,0.949931004,0.002215826,0.616239848,0.017355296
AdaBoost,RandomOversampler,40%,0.369843088,0.053067352,0.290299595,0.053499185,0.293514916,0.05166269,0.948209477,0.004740519,0.590707458,0.044468701
AdaBoost,RandomOversampler,50%,0.387342782,0.044019736,0.308252247,0.04799916,0.312194067,0.042580463,0.950417894,0.003236471,0.60573811,0.036677366
AdaBoost,RandomOversampler,60%,0.349453506,0.064956697,0.26393103,0.047290029,0.266809511,0.055099666,0.945020814,0.009319817,0.572294078,0.057432461
AdaBoost,RandomOversampler,70%,0.335236144,0.071894545,0.259542305,0.054403844,0.252129538,0.061737151,0.940076958,0.010546293,0.558359464,0.064289183
AdaBoost,RandomOversampler,80%,0.299009213,0.064849909,0.230700895,0.041688938,0.219529598,0.055952073,0.93492971,0.009609219,0.526019731,0.058924594
AdaBoost,RandomOversampler,90%,0.276452822,0.04149339,0.214091719,0.027873264,0.199552397,0.031274508,0.934561503,0.008985813,0.507065089,0.038575694
AdaBoost,RandomOversampler,100%,0.197548092,0.092877677,0.108906393,0.060481782,0.120420995,0.076011144,0.961297824,0.012567812,0.420434866,0.112541983
AdaBoost,SMOTE,0%,0.340034204,0.048122946,0.2292667,0.040397753,0.241780833,0.041340225,0.938792267,0.007969811,0.563634812,0.043546944
AdaBoost,SMOTE,10%,0.390897309,0.026043032,0.316824492,0.032981552,0.314159014,0.027531816,0.950247222,0.003229325,0.609155238,0.021340866
AdaBoost,SMOTE,20%,0.388845513,0.027213852,0.354842624,0.072909943,0.329685214,0.045554854,0.950673865,0.004418752,0.607665219,0.022673739
AdaBoost,SMOTE,30%,0.381464169,0.023481133,0.335758609,0.059656064,0.313797199,0.0355094,0.950686115,0.003875737,0.601947839,0.0195522
AdaBoost,SMOTE,40%,0.375315605,0.042150812,0.346831091,0.077576961,0.31693925,0.050282086,0.952082665,0.004047429,0.59685983,0.035360166
AdaBoost,SMOTE,50%,0.356843639,0.029447838,0.324175436,0.03006556,0.29570601,0.015883398,0.951397631,0.00307015,0.582165856,0.024157452
AdaBoost,SMOTE,60%,0.319529984,0.050213777,0.261228187,0.08884476,0.248067287,0.061908667,0.943769282,0.011568796,0.547613543,0.047395885
AdaBoost,SMOTE,70%,0.313102867,0.063382411,0.235500656,0.106597344,0.233091994,0.082497652,0.936314021,0.012913992,0.538942695,0.059177569
AdaBoost,SMOTE,80%,0.355331838,0.059042435,0.288149101,0.071455168,0.273728161,0.064184956,0.942674793,0.009904413,0.576842744,0.052630048
AdaBoost,SMOTE,90%,0.309809127,0.075670565,0.241802816,0.106370886,0.227297398,0.089237081,0.930879982,0.025083099,0.533488865,0.074622441
AdaBoost,SMOTE,100%,0.173654663,0.057950406,0.116623239,0.0659037,0.103456756,0.048222735,0.958131768,0.007187823,0.402821774,0.06320267
AdaBoost,BorderlineSMOTE-2,0%,0.340034204,0.048122946,0.2292667,0.040397753,0.241780833,0.041340225,0.938792267,0.007969811,0.563634812,0.043546944
AdaBoost,BorderlineSMOTE-2,10%,0.327454502,0.052500983,0.223039195,0.068137064,0.235774878,0.058227113,0.936915688,0.008821519,0.552212972,0.048099142
AdaBoost,BorderlineSMOTE-2,20%,0.334016268,0.024939437,0.214762415,0.052015617,0.233111669,0.032563105,0.936669449,0.005516035,0.559019555,0.021994257
AdaBoost,BorderlineSMOTE-2,30%,0.321986193,0.053890949,0.226165137,0.053475027,0.230711693,0.054103666,0.937030969,0.008306567,0.547344526,0.050378381
AdaBoost,BorderlineSMOTE-2,40%,0.342218592,0.024573513,0.250840495,0.037825458,0.252476563,0.032166284,0.941036547,0.004883879,0.567174154,0.021120657
AdaBoost,BorderlineSMOTE-2,50%,0.330872044,0.006711891,0.230985795,0.043180783,0.234845953,0.019664021,0.938023445,0.004952284,0.557087799,0.00699241
AdaBoost,BorderlineSMOTE-2,60%,0.306265072,0.042299002,0.192623207,0.032328932,0.209213137,0.029307576,0.933353346,0.00494609,0.533313183,0.040149723
AdaBoost,BorderlineSMOTE-2,70%,0.260331497,0.03467321,0.169716661,0.033910006,0.178987378,0.026937088,0.930391308,0.007193635,0.491230708,0.033790451
AdaBoost,BorderlineSMOTE-2,80%,0.242002781,0.017399913,0.106590213,0.031705498,0.117439911,0.029495795,0.886539942,0.021119863,0.462868279,0.017834544
AdaBoost,BorderlineSMOTE-2,90%,0.208094138,0.009399355,0.075544651,0.025775481,0.087353305,0.015439779,0.892228231,0.024819269,0.430626059,0.00580525
AdaBoost,BorderlineSMOTE-2,100%,0.071503844,0.016860006,0.016563179,0.009755907,0.017957859,0.00457946,0.967461618,0.011409668,0.260951777,0.029878092
AdaBoost,BorderlineSMOTE-1,0%,0.340034204,0.048122946,0.2292667,0.040397753,0.241780833,0.041340225,0.938792267,0.007969811,0.563634812,0.043546944
AdaBoost,BorderlineSMOTE-1,10%,0.327454502,0.052500983,0.223039195,0.068137064,0.235774878,0.058227113,0.936915688,0.008821519,0.552212972,0.048099142
AdaBoost,BorderlineSMOTE-1,20%,0.334016268,0.024939437,0.214762415,0.052015617,0.233111669,0.032563105,0.936669449,0.005516035,0.559019555,0.021994257
AdaBoost,BorderlineSMOTE-1,30%,0.321986193,0.053890949,0.226165137,0.053475027,0.230711693,0.054103666,0.937030969,0.008306567,0.547344526,0.050378381
AdaBoost,BorderlineSMOTE-1,40%,0.342218592,0.024573513,0.250840495,0.037825458,0.252476563,0.032166284,0.941036547,0.004883879,0.567174154,0.021120657
AdaBoost,BorderlineSMOTE-1,50%,0.330872044,0.006711891,0.230985795,0.043180783,0.234845953,0.019664021,0.938023445,0.004952284,0.557087799,0.00699241
AdaBoost,BorderlineSMOTE-1,60%,0.306265072,0.042299002,0.192623207,0.032328932,0.209213137,0.029307576,0.933353346,0.00494609,0.533313183,0.040149723
AdaBoost,BorderlineSMOTE-1,70%,0.260331497,0.03467321,0.169716661,0.033910006,0.178987378,0.026937088,0.930391308,0.007193635,0.491230708,0.033790451
AdaBoost,BorderlineSMOTE-1,80%,0.242002781,0.017399913,0.106590213,0.031705498,0.117439911,0.029495795,0.886539942,0.021119863,0.462868279,0.017834544
AdaBoost,BorderlineSMOTE-1,90%,0.208094138,0.009399355,0.075544651,0.025775481,0.087353305,0.015439779,0.892228231,0.024819269,0.430626059,0.00580525
AdaBoost,BorderlineSMOTE-1,100%,0.071503844,0.016860006,0.016563179,0.009755907,0.017957859,0.00457946,0.967461618,0.011409668,0.260951777,0.029878092
AdaBoost,SMOTETomek,0%,0.340034204,0.048122946,0.2292667,0.040397753,0.241780833,0.041340225,0.938792267,0.007969811,0.563634812,0.043546944
AdaBoost,SMOTETomek,10%,0.379140551,0.034952438,0.308979916,0.037845863,0.304567133,0.043163033,0.948253354,0.003907797,0.599020239,0.028675735
AdaBoost,SMOTETomek,20%,0.375995205,0.019511421,0.338539851,0.059078961,0.30974646,0.033954153,0.948709296,0.003442877,0.597077143,0.016482114
AdaBoost,SMOTETomek,30%,0.381327464,0.023653535,0.335522861,0.059965274,0.313670959,0.035700305,0.950658482,0.003927537,0.601827453,0.01971106
AdaBoost,SMOTETomek,40%,0.370257412,0.047639916,0.319845243,0.07837885,0.30647253,0.062178131,0.949895191,0.004814516,0.5918805,0.039885692
AdaBoost,SMOTETomek,50%,0.356843639,0.029447838,0.324175436,0.03006556,0.29570601,0.015883398,0.951397631,0.00307015,0.582165856,0.024157452
AdaBoost,SMOTETomek,60%,0.317069287,0.045212185,0.246574855,0.072856747,0.245506847,0.057287173,0.943026201,0.0110005,0.545543851,0.043260127
AdaBoost,SMOTETomek,70%,0.31091558,0.060596022,0.235400391,0.106431242,0.23152084,0.080031569,0.936219113,0.012772603,0.537202706,0.056987948
AdaBoost,SMOTETomek,80%,0.355331838,0.059042435,0.288149101,0.071455168,0.273728161,0.064184956,0.942674793,0.009904413,0.576842744,0.052630048
AdaBoost,SMOTETomek,90%,0.299146106,0.061792845,0.204855769,0.066873416,0.201508846,0.058939502,0.926812283,0.021829158,0.524065673,0.061910161
AdaBoost,SMOTETomek,100%,0.169826912,0.070314862,0.104059572,0.073608918,0.094640393,0.054677234,0.959455452,0.009024112,0.394186926,0.084675513
AdaBoost,SMOTEENN,0%,0.340034204,0.048122946,0.2292667,0.040397753,0.241780833,0.041340225,0.938792267,0.007969811,0.563634812,0.043546944
AdaBoost,SMOTEENN,10%,0.37215642,0.036049339,0.26855359,0.042436547,0.285487219,0.038786075,0.946593019,0.001813191,0.592842927,0.029494965
AdaBoost,SMOTEENN,20%,0.363145832,0.036077331,0.279827537,0.019356487,0.27806471,0.032433102,0.948412389,0.001556477,0.586145913,0.029279025
AdaBoost,SMOTEENN,30%,0.375590699,0.072713184,0.279061458,0.054649432,0.295982758,0.065134862,0.954438778,0.003316717,0.595834842,0.058003219
AdaBoost,SMOTEENN,40%,0.327041207,0.065944341,0.267171059,0.052311838,0.257930143,0.063357258,0.95163261,0.004271399,0.554995406,0.057570815
AdaBoost,SMOTEENN,50%,0.326896086,0.057450419,0.241914236,0.076854496,0.250498506,0.067572746,0.945582733,0.012093583,0.554011769,0.050986963
AdaBoost,SMOTEENN,60%,0.348521627,0.111134762,0.255564644,0.116873726,0.265549378,0.106058703,0.947403736,0.006727236,0.566870828,0.097861296
AdaBoost,SMOTEENN,70%,0.261957561,0.063054782,0.16372283,0.064216299,0.184801509,0.063103737,0.947408055,0.009886129,0.495089048,0.060647556
AdaBoost,SMOTEENN,80%,0.232292583,0.042058853,0.156409314,0.062841577,0.161598769,0.047195864,0.944061083,0.005919094,0.466645493,0.041332209
AdaBoost,SMOTEENN,90%,0.279464081,0.054429504,0.244037489,0.088676661,0.238616187,0.069336339,0.972903597,0.017552095,0.519176635,0.053932508
AdaBoost,SMOTEENN,100%,0.089830035,0.029988782,0.050904177,0.024251552,0.060059857,0.028747355,0.982819684,0.006021742,0.291734634,0.056636628
AdaBoost,SVMSMOTE,0%,0.340034204,0.048122946,0.2292667,0.040397753,0.241780833,0.041340225,0.938792267,0.007969811,0.563634812,0.043546944
AdaBoost,SVMSMOTE,10%,0.365468048,0.06243706,0.283226825,0.09053804,0.276136214,0.064419784,0.942595332,0.010307628,0.58471305,0.056622815
AdaBoost,SVMSMOTE,20%,0.349479407,0.068528879,0.262823758,0.076170364,0.262178924,0.069835708,0.940991814,0.009738785,0.570755312,0.06120777
AdaBoost,SVMSMOTE,30%,0.394729642,0.036561848,0.298850892,0.053079359,0.30585134,0.036000868,0.949510812,0.006643583,0.611585576,0.028842464
AdaBoost,SVMSMOTE,40%,0.33019366,0.067957139,0.239127555,0.066903899,0.241625355,0.064423489,0.939402504,0.008246579,0.554045202,0.061339483
AdaBoost,SVMSMOTE,50%,0.38830374,0.086526574,0.283032288,0.092083038,0.301901151,0.089465546,0.944651789,0.012110209,0.60169968,0.076230821
AdaBoost,SVMSMOTE,60%,0.334966006,0.035855577,0.248051092,0.052594545,0.239771423,0.037420192,0.941785359,0.005437327,0.560820365,0.030207751
AdaBoost,SVMSMOTE,70%,0.327717067,0.072118073,0.20186162,0.118584271,0.212591352,0.099941802,0.915390306,0.038259952,0.545506763,0.070664146
AdaBoost,SVMSMOTE,80%,0.239536567,0.016583127,0.087022219,0.03111734,0.096603157,0.010219712,0.8715827,0.00320157,0.456606713,0.015281586
AdaBoost,SVMSMOTE,90%,0.216433261,0.011643247,0.110181806,0.059761914,0.085238564,0.019197996,0.892601628,0.02974215,0.439508242,0.019070454
AdaBoost,SVMSMOTE,100%,0.228067246,0.100270234,0.126026525,0.09799138,0.141682569,0.101232072,0.95260164,0.01093586,0.453166988,0.111470374
AdaBoost,SWIM-Maha,0%,0.340034204,0.048122946,0.2292667,0.040397753,0.241780833,0.041340225,0.938792267,0.007969811,0.563634812,0.043546944
AdaBoost,SWIM-Maha,10%,0.360512563,0.017592815,0.27676634,0.054888256,0.278770944,0.039889494,0.942803044,0.004894479,0.582864164,0.015742159
AdaBoost,SWIM-Maha,20%,0.376354654,0.02850475,0.297941493,0.069717343,0.289326484,0.043794983,0.942921207,0.003919084,0.595329705,0.023812602
AdaBoost,SWIM-Maha,30%,0.282192105,0.003912181,0.236887882,0.039816791,0.219595522,0.016523916,0.959251217,0.001780086,0.520272392,0.004089292
AdaBoost,SWIM-Maha,40%,0.212417318,0.031644926,0.216492262,0.047392719,0.138254575,0.06610875,0.952333693,0.006056067,0.448617065,0.03502201
AdaBoost,SWIM-Maha,50%,0.235482252,0.056901041,0.26209938,0.009723783,0.165592966,0.067334163,0.948605798,0.001499133,0.469161622,0.057900811
AdaBoost,SWIM-Maha,60%,0.291300264,0.04751102,0.181302118,0.049119763,0.195290666,0.041011671,0.931360895,0.007692266,0.519295094,0.044763244
AdaBoost,SWIM-Maha,70%,0.222397081,0.032312173,0.140647949,0.016359975,0.146878749,0.0262811,0.934618115,0.00334902,0.454641394,0.032393366
AdaBoost,SWIM-Maha,80%,0.234048047,0.014382202,0.168137198,0.014323956,0.130022324,0.038807995,0.932553987,0.002065687,0.466948689,0.013843823
AdaBoost,SWIM-Maha,90%,0.255403981,0.002059728,0.123494155,0.034917706,0.149813167,0.023372966,0.936434168,0.00489362,0.489048599,0.00324983
AdaBoost,SWIM-Maha,100%,0.14578237,0.021021245,0.221705422,0.028128326,0.0645931,0.023273736,0.961385384,0.002337488,0.37342341,0.027516061
RandomForest,RandomOversampler,0%,0.926988657,0.003913784,0.919698737,0.005202753,0.920659362,0.004397178,0.995435611,0.000120985,0.960600655,0.002079512
RandomForest,RandomOversampler,10%,0.926852606,0.001674412,0.921275501,0.002527176,0.9214309,0.00165838,0.995472033,0.000180252,0.960549436,0.000943558
RandomForest,RandomOversampler,20%,0.927809637,0.003165877,0.922654753,0.003624697,0.923173,0.003116067,0.995701885,0.000137634,0.961155183,0.001690941
RandomForest,RandomOversampler,30%,0.926167957,0.005292777,0.92110256,0.004796808,0.921633199,0.005478487,0.995524383,0.00029254,0.960216626,0.002876971
RandomForest,RandomOversampler,40%,0.925074968,0.002827727,0.91931901,0.005326099,0.920489225,0.003778786,0.99552791,0.000142537,0.95965408,0.001519302
RandomForest,RandomOversampler,50%,0.926305223,0.002513458,0.920859813,0.003519697,0.921595828,0.0030138,0.995577371,0.000133336,0.960316051,0.001342227
RandomForest,RandomOversampler,60%,0.927399054,0.004445905,0.92174134,0.005609127,0.922333039,0.004781102,0.995614543,0.000166965,0.960899065,0.002374355
RandomForest,RandomOversampler,70%,0.92739896,0.002197799,0.922289559,0.003285681,0.922663325,0.002778668,0.995633732,0.000109329,0.96091024,0.001184109
RandomForest,RandomOversampler,80%,0.925894827,0.003596301,0.919924704,0.004022997,0.920582393,0.00403738,0.995491197,0.000237155,0.960060965,0.001971561
RandomForest,RandomOversampler,90%,0.927398867,0.003666356,0.92133647,0.003092389,0.921790195,0.003699495,0.995474329,0.000272127,0.960832201,0.002000096
RandomForest,RandomOversampler,100%,0.928219753,0.0020766,0.923444245,0.003635521,0.923060843,0.002022702,0.995586091,0.00014899,0.96131244,0.001119666
RandomForest,SMOTE,0%,0.926988657,0.003913784,0.919698737,0.005202753,0.920659362,0.004397178,0.995435611,0.000120985,0.960600655,0.002079512
RandomForest,SMOTE,10%,0.927808983,0.002873232,0.923632593,0.002880644,0.923741489,0.003208627,0.995620135,0.000202263,0.96111568,0.001580683
RandomForest,SMOTE,20%,0.926441835,0.002487192,0.922469372,0.002512372,0.9227858,0.002843283,0.995672813,0.000207503,0.960432917,0.001336882
RandomForest,SMOTE,30%,0.925075716,0.003990385,0.922437647,0.004763434,0.922308538,0.004203197,0.995617282,0.000156738,0.959696473,0.002128193
RandomForest,SMOTE,40%,0.925212048,0.0037313,0.922274223,0.003908027,0.922420469,0.003849771,0.995634072,0.00023106,0.95977559,0.002017486
RandomForest,SMOTE,50%,0.925349034,0.002449295,0.923477963,0.002671274,0.92306291,0.001821872,0.995760719,0.000201797,0.959908732,0.001341724
RandomForest,SMOTE,60%,0.92644249,0.001811449,0.924042064,0.002383214,0.923629789,0.00170212,0.995764286,0.000227313,0.960477812,0.001034347
RandomForest,SMOTE,70%,0.925485552,0.002155258,0.922207228,0.002445807,0.922624094,0.002129201,0.99571928,0.000294758,0.959959805,0.001249884
RandomForest,SMOTE,80%,0.925348379,0.002188006,0.923173443,0.002282801,0.9230673,0.00254826,0.995632318,0.000143897,0.959846661,0.001200863
RandomForest,SMOTE,90%,0.926305504,0.003012727,0.924033708,0.002416349,0.92384627,0.002938169,0.995824602,0.000315359,0.960435217,0.001708414
RandomForest,SMOTE,100%,0.924664759,0.002430851,0.922040873,0.001989795,0.922018534,0.002208512,0.995655345,0.00020426,0.959503007,0.00134565
RandomForest,BorderlineSMOTE-1,0%,0.925894827,0.003326341,0.919784227,0.006318552,0.919594184,0.003691082,0.995276053,0.000206515,0.959957356,0.001773493
RandomForest,BorderlineSMOTE-1,10%,0.927535759,0.00297572,0.922286842,0.003156703,0.922393628,0.003577134,0.995705619,0.000164402,0.961015281,0.001600467
RandomForest,BorderlineSMOTE-1,20%,0.928355898,0.003319266,0.92629443,0.004607053,0.924118961,0.004230252,0.995677579,0.000204091,0.96142624,0.001786516
RandomForest,BorderlineSMOTE-1,30%,0.924664946,0.001526152,0.92195799,0.002331058,0.921159394,0.002380705,0.99557284,0.000237192,0.959463776,0.000843369
RandomForest,BorderlineSMOTE-1,40%,0.928629776,0.002237648,0.926221595,0.002893927,0.925226932,0.00250576,0.995791895,0.000216997,0.961624029,0.001214498
RandomForest,BorderlineSMOTE-1,50%,0.928219753,0.001786327,0.925689442,0.002015498,0.9249272,0.001960598,0.99588529,0.000136496,0.961457017,0.000957384
RandomForest,BorderlineSMOTE-1,60%,0.929040266,0.002911075,0.927273903,0.003647716,0.926487137,0.003309283,0.995932919,0.000167362,0.961904144,0.001532054
RandomForest,BorderlineSMOTE-1,70%,0.926716088,0.002638239,0.925211428,0.002576881,0.924158354,0.002710483,0.99573661,0.000341046,0.960605892,0.001528183
RandomForest,BorderlineSMOTE-1,80%,0.926032093,0.002349492,0.924885664,0.002918732,0.923716858,0.002566899,0.995721758,6.54E-05,0.960244115,0.001195015
RandomForest,BorderlineSMOTE-1,90%,0.926305784,0.001171494,0.925625874,0.001822676,0.924334739,0.001457023,0.995722657,0.00022463,0.96038699,0.00052424
RandomForest,BorderlineSMOTE-1,100%,0.925348192,0.002236991,0.924561855,0.001740137,0.923389602,0.002548142,0.99568878,0.000223004,0.959873775,0.001252564
RandomForest,BorderlineSMOTE-2,0%,0.925894827,0.003326341,0.919784227,0.006318552,0.919594184,0.003691082,0.995276053,0.000206515,0.959957356,0.001773493
RandomForest,BorderlineSMOTE-2,10%,0.927535759,0.00297572,0.922286842,0.003156703,0.922393628,0.003577134,0.995705619,0.000164402,0.961015281,0.001600467
RandomForest,BorderlineSMOTE-2,20%,0.928355898,0.003319266,0.92629443,0.004607053,0.924118961,0.004230252,0.995677579,0.000204091,0.96142624,0.001786516
RandomForest,BorderlineSMOTE-2,30%,0.924664946,0.001526152,0.92195799,0.002331058,0.921159394,0.002380705,0.99557284,0.000237192,0.959463776,0.000843369
RandomForest,BorderlineSMOTE-2,40%,0.928629776,0.002237648,0.926221595,0.002893927,0.925226932,0.00250576,0.995791895,0.000216997,0.961624029,0.001214498
RandomForest,BorderlineSMOTE-2,50%,0.928219753,0.001786327,0.925689442,0.002015498,0.9249272,0.001960598,0.99588529,0.000136496,0.961457017,0.000957384
RandomForest,BorderlineSMOTE-2,60%,0.929040266,0.002911075,0.927273903,0.003647716,0.926487137,0.003309283,0.995932919,0.000167362,0.961904144,0.001532054
RandomForest,BorderlineSMOTE-2,70%,0.926716088,0.002638239,0.925211428,0.002576881,0.924158354,0.002710483,0.99573661,0.000341046,0.960605892,0.001528183
RandomForest,BorderlineSMOTE-2,80%,0.926032093,0.002349492,0.924885664,0.002918732,0.923716858,0.002566899,0.995721758,6.54E-05,0.960244115,0.001195015
RandomForest,BorderlineSMOTE-2,90%,0.926305784,0.001171494,0.925625874,0.001822676,0.924334739,0.001457023,0.995722657,0.00022463,0.96038699,0.00052424
RandomForest,BorderlineSMOTE-2,100%,0.925348192,0.002236991,0.924561855,0.001740137,0.923389602,0.002548142,0.99568878,0.000223004,0.959873775,0.001252564
RandomForest,SMOTETomek,0%,0.926988657,0.003913784,0.919698737,0.005202753,0.920659362,0.004397178,0.995435611,0.000120985,0.960600655,0.002079512
RandomForest,SMOTETomek,10%,0.92398067,0.002901169,0.91889974,0.004149802,0.919640937,0.003963699,0.995519926,0.000135302,0.959082411,0.001566239
RandomForest,SMOTETomek,20%,0.926852232,0.001745659,0.923519786,0.002288491,0.923390242,0.002657488,0.995666761,0.0003465,0.960643213,0.001056695
RandomForest,SMOTETomek,30%,0.925895668,0.00246448,0.922927108,0.003284441,0.922554233,0.002598772,0.99566103,0.000140826,0.960144125,0.00133547
RandomForest,SMOTETomek,40%,0.927262348,0.002326064,0.923513024,0.002937764,0.924037895,0.00272266,0.995770549,0.00023931,0.960905444,0.001291536
RandomForest,SMOTETomek,50%,0.925485832,0.001916137,0.923128788,0.002090465,0.923062667,0.00157146,0.995826587,7.62E-05,0.960011698,0.001019449
RandomForest,SMOTETomek,60%,0.926579756,0.003462718,0.923592942,0.003684907,0.923594823,0.002939254,0.995820964,0.000274173,0.960575226,0.001924551
RandomForest,SMOTETomek,70%,0.924118404,0.001545471,0.920204273,0.001021653,0.920926532,0.000872672,0.995675182,0.000114923,0.959229465,0.000835478
RandomForest,SMOTETomek,80%,0.924254829,0.001953381,0.921448743,0.001760292,0.921356038,0.001755261,0.995566109,0.000128516,0.959247557,0.001074079
RandomForest,SMOTETomek,90%,0.926032654,0.003323467,0.923440556,0.003387491,0.923258181,0.002551235,0.995777854,0.000282302,0.960270937,0.001853532
RandomForest,SMOTETomek,100%,0.92370754,0.002698041,0.920684925,0.003361076,0.920903708,0.003458986,0.995554769,0.000204404,0.958957522,0.001422269
RandomForest,SMOTEENN,0%,0.926988657,0.003913784,0.919698737,0.005202753,0.920659362,0.004397178,0.995435611,0.000120985,0.960600655,0.002079512
RandomForest,SMOTEENN,10%,0.909078753,0.005730817,0.909284111,0.004313756,0.906969424,0.005343268,0.994807209,0.000416111,0.950972815,0.003039339
RandomForest,SMOTEENN,20%,0.913317556,0.003612867,0.916952627,0.001245157,0.913836653,0.002256194,0.99548189,0.000188978,0.953513131,0.001824991
RandomForest,SMOTEENN,30%,0.915504749,0.003217302,0.9190949,0.004897139,0.915738019,0.003775673,0.99567235,0.000394311,0.954746083,0.001738671
RandomForest,SMOTEENN,40%,0.914137414,0.004179412,0.917867072,0.004441566,0.914485117,0.004084292,0.99565499,0.000403017,0.954023565,0.002254862
RandomForest,SMOTEENN,50%,0.91550559,0.004609906,0.918617371,0.00322483,0.915731382,0.00393156,0.99568644,0.000121003,0.954751674,0.002408845
RandomForest,SMOTEENN,60%,0.917146242,0.005197675,0.919192379,0.003030694,0.916874653,0.004142956,0.995749117,0.000192229,0.955636178,0.002759544
RandomForest,SMOTEENN,70%,0.917829115,0.001307412,0.918692247,0.001286339,0.917131798,0.001068925,0.995760634,0.000201522,0.956000808,0.000624718
RandomForest,SMOTEENN,80%,0.921247498,0.00400759,0.921413107,0.003728202,0.92015978,0.003765947,0.995844093,0.000238676,0.957817751,0.002162565
RandomForest,SMOTEENN,90%,0.918922664,0.00282005,0.918503786,0.003176142,0.917458298,0.00327131,0.995707469,0.000115573,0.956543767,0.001460456
RandomForest,SMOTEENN,100%,0.920153013,0.00341762,0.918775688,0.003089991,0.918116064,0.003536877,0.995762488,0.000153854,0.957209901,0.001808
RandomForest,SVMSMOTE,0%,0.925894733,0.004015761,0.917715746,0.003566963,0.919625238,0.003960191,0.995349471,0.000200564,0.959992085,0.002157261
RandomForest,SVMSMOTE,10%,0.927535291,0.0038858,0.91960636,0.003706642,0.921406755,0.004550177,0.995617217,0.000216996,0.960971572,0.002096625
RandomForest,SVMSMOTE,20%,0.928765734,0.004285055,0.924475587,0.006180235,0.923368805,0.00486516,0.995759914,0.000217401,0.961677268,0.00231453
RandomForest,SVMSMOTE,30%,0.928219286,0.002306145,0.921719936,0.001612653,0.922950123,0.002676898,0.995723085,0.000156962,0.961378219,0.001255614
RandomForest,SVMSMOTE,40%,0.927672932,0.00067203,0.923422258,0.003257264,0.922335321,0.000855198,0.995595998,0.000151829,0.961034521,0.000382499
RandomForest,SVMSMOTE,50%,0.929996456,0.003492154,0.924760219,0.00549894,0.92508673,0.004413994,0.995788598,0.00021414,0.962328916,0.001905525
RandomForest,SVMSMOTE,60%,0.929176317,0.003266195,0.923381036,0.003732693,0.923562095,0.003936572,0.995756974,0.000269188,0.961889436,0.001799895
